Sno,Candidate,Constituency,Party,Result,Criminal Cases,Cases details(convicted),Cases details(accused),Serious IPC Detail,Other IPC Detail,Education,Movable Assets,Immovable Assets,Total Assets,Liabilities,PAN Given (Y or N)  
911,S.M.HAMPAIAH,Kanakapura,BJP,L,1,No Cases ,"(1):IPC Sections -  Offence u/s 7, 13(1) r/w 13(2)  , Other Details - Special Court, Karwar, Case No.3/2006. Date 27-04-2006, Prevention of Corruption Act 1988, Lokayauktha Police Has filed B Final investigation report and protest petition is filed before the Special Court, karwar and an inquity is going on. 
",,"1 charges related to Sense of expression once explained (IPC Section-7) 
1 charges related to Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty (IPC Section-131) 
1 charges related to Abetment of mutiny, if mutiny is committed in consequence thereof (IPC Section-132) 
",post_graduate,4632917,19800000,24432917,0,Y 
912,S.S.SHANKAR,Kanakapura,IND,L,0,No Cases ,No Cases,,,10th,145000,4000000,4145000,0,N 
913,R.V.RAJESH,Kanakapura,IND,L,0,No Cases ,No Cases,,,12th,210000,0,210000,0,N 
914,RAVI KUMAR,Kanakapura,IND,L,1,No Cases ,"(1):IPC Sections -   , Other Details - C.C.No.658/04/4/04-925/03/1198/06-CR.RP1045/06, Kanakapura and Harohalli-Jayanagara Bangalore Police Station, Kanakapura State High Court, ACMM Court. 
",,,not_given,0,0,0,0,N 
915,D.K.SHIVAKUMAR,Kanakapura,INC,W,0,No Cases ,No Cases,,,post_graduate,225301202,530686027,755987229,643704956,Y 
916,CHINNASWAMY,Kanakapura,BSP,L,1,No Cases ,"(1):IPC Sections -  143,147,148,323,324,506(B),307,427,352,353,341 , Other Details - Court JMFC Kanakapura, Case No.265/04,264/04,448/03 and 551/00 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
1 charges related to Attempt to murder (IPC Section-307) 
","1 charges related to  voluntarily causing hurt (IPC Section-323) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to  assault or criminal force otherwise than on grave provocation (IPC Section-352) 
1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
1 charges related to  wrongful restraint (IPC Section-341) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",10th,13000,0,13000,0,N 
917,K.V.VISHWANATH,Kanakapura,IND,L,0,No Cases ,No Cases,,,graduate,136000,1000000,1136000,110000,N 
918,B.S.MAHESH KUMAR,Kanakapura,JD(U),L,0,No Cases ,No Cases,,,graduate_professional,105000,700000,805000,0,N 
919,D.C.RAMESH,Kanakapura,IND,L,0,No Cases ,No Cases,,,12th,110000,500000,610000,50000,N 
920,D.M.VISHWANATH,Kanakapura,JD(S),L,1,No Cases ,"(1):IPC Sections -  143,324,506,504r/w,149 of IPC Section 3 , Other Details - Principal District Sessions Court, Ramanagara. Special Case No.195 of 2007, Date No.20-04-2005, SC/ST(Prevention of ATrocities) Act. 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
","1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment of offences committed beyond, but which by law may be tried within, India (IPC Section-3) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
",others,363681,16875000,17238681,0,N 
921,H.M.SHIVAKUMAR,Kanakapura,IND,L,0,No Cases ,No Cases,,,literate,117000,1300000,1417000,0,N 
922,H.T.CHIKKARAJU,Kanakapura,IND,L,0,No Cases ,No Cases,,,10th,352800,3200000,3552800,0,N 
923,RAMESH,Kanakapura,IND,L,0,No Cases ,No Cases,,,not_given,40000,550000,590000,0,N 
924,RAVI,Kanakapura,IND,L,0,No Cases ,No Cases,,,graduate,505000,3800000,4305000,650000,N 
925,VASANTHA V. SALIAN,Kapu,INC,L,0,No Cases ,No Cases,,,10th,1909015,2900000,4809015,243579,Y 
926,STEVAN JOHN MENEZES,Kapu,BSP,L,0,No Cases ,No Cases,,,graduate,1285000,2500000,3785000,375000,N 
927,LEELADHARA SHETTY,Kapu,JD(S),L,0,No Cases ,No Cases,,,graduate,679000,200000,879000,500000,N 
928,GURURAJ BHAT ALIAS SURYA,Kapu,IND,L,0,No Cases ,No Cases,,,12th,0,0,0,0,N 
929,LALAJI R. MENDON,Kapu,BJP,W,1,No Cases ,"(1):IPC Sections -  143, 147, 353, 149 , Other Details -  
",,"1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
",graduate,2016998,1154938,3171936,1482717,Y 
930,NAGESH RAO,Kapu,IND,L,4,No Cases ,"(1):IPC Sections -  143,147,148,324,427,504,506 ,149 , Other Details - CC No.2485/2007 
(2):IPC Sections -  143, 147, 148, 447, 427, 504, 506 , Other Details - CC No 5208/2007 
(3):IPC Sections -  143, 147, 148, 447, 504, 506 , Other Details - CC No 4264/2007 
(4):IPC Sections -  143, 147, 148, 447,504, 506 , Other Details - CC No 6584/2007 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
","4 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
4 charges related to  criminal intimidation (IPC Section-506) 
4 charges related to Punishment (IPC Section-143) 
4 charges related to  rioting (IPC Section-147) 
4 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
3 charges related to  criminal trespass (IPC Section-447) 
2 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
",10th,425000,2400000,2825000,0,N 
931,KARUNAKAR PRABHU,Kapu,SP,L,0,No Cases ,No Cases,,,10th,4165000,7456000,11621000,0,Y 
932,H. GOPAL BHANDARY,Karkal,INC,W,0,No Cases ,No Cases,,,10th,960000,2825861,3785861,1305000,Y 
933,V. SUNIL KUMAR,Karkal,BJP,L,5,No Cases ,"(1):IPC Sections -  143, 504, 153A, 295A, 149 , Other Details - Case no:4277/03
 
(2):IPC Sections -  143,147,149,153A, 506 , Other Details - Case no.2120/05
 
(3):IPC Sections -  143,147,506,153A,149 , Other Details - Case no:2017/07
 
(4):IPC Sections -  143,145,147,148,504,149 , Other Details - Case no:2019/03
 
(5):IPC Sections -  153A , Other Details - Case no:2772/06
 
","4 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A) 
1 charges related to Deliberate and malicious acts, intended to outrage religious feelings or any class by insulting its religion or religious beliefs (IPC Section-295A) 
","4 charges related to Punishment (IPC Section-143) 
4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
3 charges related to  rioting (IPC Section-147) 
2 charges related to  criminal intimidation (IPC Section-506) 
2 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to Joining or continuing in unlawful assembly, knowing it has been commanded to disperse (IPC Section-145) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",graduate,3529117,0,3529117,656552,N 
934,SANDHYA SANTOSH ANAVEKAR,Karwar,BSP,L,0,No Cases ,No Cases,,,10th,275000,0,275000,140000,Y 
935,ASNOTIKAR ANAND VASANT,Karwar,INC,W,0,No Cases ,No Cases,,,graduate,45125154,21876685,67001839,9588600,Y 
936,R G NAIK,Karwar,SP,L,0,No Cases ,No Cases,,,graduate,1545000,3300000,4845000,100144,Y 
937,LEO FRANCIS B LEWIS,Karwar,SUP,L,1,No Cases ,"(1):IPC Sections -   , Other Details - Karwar city police staion,C.C.NO:35/07
Nagara police station karawara(uttara kannnada) 
",,,graduate,1211457,4337463,5548920,3857749,Y 
938,GANAPATI DUMMA ULVEKAR,Karwar,IND,L,0,No Cases ,No Cases,,,8th,4278000,1380000,5658000,280000,N 
939,BHAT GANGADHAR NAGESH,Karwar,IND,L,0,No Cases ,No Cases,,,graduate,2038321,6382464,8420785,1430248,Y 
940,RAMADAS GIRIYA KUDTARKAR,Karwar,RAHS,L,0,No Cases ,No Cases,,,graduate,500,0,500,0,N 
941,PRASAD KARWARKAR,Karwar,BJP,L,0,No Cases ,No Cases,,,12th,1582876,880000,2462876,1072814,Y 
942,P N KUVALEKAR,Karwar,JD(S),L,0,No Cases ,No Cases,,,graduate_professional,85000,2242500,2327500,839685,Y 
943,KOSHVAR SAGAR MALAPPA,Khanapur,BSP,L,0,No Cases ,No Cases,,,12th,25000,900000,925000,300000,N 
944,DIGAMBAR YASHWANTRAO PATIL,Khanapur,IND,L,0,No Cases ,No Cases,,,10th,455022,7053000,7508022,350000,N 
945,AMBOJI CHANDRASHEKHAR BASAPPA,Khanapur,SP,L,0,No Cases ,No Cases,,,graduate_professional,630000,2450000,3080000,20000,Y 
946,ASHOK NARAYAN BENDRE,Khanapur,RAHS,L,0,No Cases ,No Cases,,,post_graduate,156000,150000,306000,0,Y 
947,PATIL KHEMANNA MAREPPA,Khanapur,SHS,L,0,No Cases ,No Cases,,,literate,110000,300000,410000,200000,N 
948,PATIL RAJAGOPAL IRAPPA,Khanapur,LJP,L,0,No Cases ,No Cases,,,10th,180000,0,180000,0,Y 
949,PRALHAD REMANI,Khanapur,BJP,W,0,No Cases ,No Cases,,,8th,779000,10300000,11079000,1580000,N 
950,MARIHAL SURESH SHIVARUDRAPPA,Kittur,BJP,W,0,No Cases ,No Cases,,,10th,2311008,1140000,3451008,190000,N 
951,PRAKASH RAMA NAYAK (NAIK),Kittur,BSP,L,0,No Cases ,No Cases,,,post_graduate,224000,0,224000,214445,Y 
952,INAMDAR DANAPPAGOUDA BASANAGOUDA,Kittur,INC,L,0,No Cases ,No Cases,,,graduate,1325000,800000,2125000,430000,N 
953,ASHOK GURUSHIDDAPPA,Kittur,SP,L,0,No Cases ,No Cases,,,literate,13825,800000,813825,130000,N 
954,VEERANAGOUDA VASANAGOUDA PATIL,Kittur,JD(S),L,0,No Cases ,No Cases,,,graduate_professional,488000,1423000,1911000,0,N 
955,YALLAPPA BALAPPA SATYANAIK,Kittur,LJP,L,0,No Cases ,No Cases,,,others,187000,700000,887000,10000,N 
956,R.VARTHUR PRAKASH,Kolar,IND,W,0,No Cases ,No Cases,,,graduate_professional,200000,0,200000,0,N 
957,NISAR AHMED,Kolar,JD(S),L,0,No Cases ,No Cases,,,graduate_professional,170000,2100000,2270000,0,N 
958,D.L.NAGARAJ,Kolar,IND,L,1,No Cases ,"(1):IPC Sections -  143,144,147,148,448,427,435,324,302,R/W 149  , Other Details - Court:Additional civil judge, Kolar
C.R.No.811/08,
Date:19/4/2008 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
1 charges related to Murder (IPC Section-302) 
","1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
1 charges related to  house-trespass (IPC Section-448) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees (IPC Section-435) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to Joining unlawful assembly armed with deadly weapon (IPC Section-144) 
1 charges related to  rioting (IPC Section-147) 
",10th,418438,702000,1120438,0,N 
959,B.H.HANUMAPPA,Kolar,IJP,L,0,No Cases ,No Cases,,,not_given,0,0,0,0,N 
960,K.SRINIVASAGOWDA,Kolar,INC,L,0,No Cases ,No Cases,,,12th,50000,0,50000,0,N 
961,K.S.SRINIVASA GOWDA,Kolar,IND,L,0,No Cases ,No Cases,,,12th,50000,0,50000,0,N 
962,N.PRAKASH,Kolar,IND,L,0,No Cases ,No Cases,,,post_graduate,99056,0,99056,0,N 
963,M.S.NARAYANASWAMY,Kolar,ANC,L,0,No Cases ,No Cases,,,10th,0,0,0,0,N 
964,C.SONNEGOWDA,Kolar,BJP,L,0,No Cases ,No Cases,,,graduate_professional,20741942,29934245,50676187,0,Y 
965,SYED SAJJAD,Kolar,BSP,L,0,No Cases ,No Cases,,,literate,60000,0,60000,0,N 
966,SRINIVASA,Kolar,IND,L,0,No Cases ,No Cases,,,not_given,10000,0,10000,0,N 
967,H.JAYACHANDRA,Kolar,JD(U),L,0,No Cases ,No Cases,,,12th,307006,878005,1185011,75000,N 
968,S.RAJENDIRAN,Kolar Gold Field,RPI,L,0,No Cases ,No Cases,,,post_graduate,955000,525000,1480000,0,Y 
969,P.THANGARAJ,Kolar Gold Field,CPM,L,0,No Cases ,No Cases,,,graduate_professional,0,0,0,0,N 
970,B.M.RAMESH,Kolar Gold Field,IND,L,0,No Cases ,No Cases,,,5th,105000,600000,705000,0,N 
971,M.MURALIDHARA,Kolar Gold Field,IND,L,0,No Cases ,No Cases,,,not_given,0,0,0,0,N 
972,V.KALAVATHI,Kolar Gold Field,IND,L,0,No Cases ,No Cases,,,12th,0,0,0,0,N 
973,M.BAKTHAVACHALAM,Kolar Gold Field,JD(S),L,1,No Cases ,"(1):IPC Sections -  405, 408, 409, 420 , Other Details -  
",,"1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 
1 charges related to Criminal breach of trust (IPC Section-405) 
1 charges related to Criminal breach of trust by clerk or servant (IPC Section-408) 
1 charges related to Criminal breach of trust by public servant, or by banker, merchant or agent (IPC Section-409) 
",10th,50000,2950000,3000000,0,N 
974,A.ANANDRAJ,Kolar Gold Field,ADMK,L,0,No Cases ,No Cases,,,graduate,255000,0,255000,547829,Y 
975,M.SRIDHAR,Kolar Gold Field,BSP,L,0,No Cases ,No Cases,,,post_graduate,5000,0,5000,0,N 
976,DR.V.VENKATESH,Kolar Gold Field,JD(U),L,0,No Cases ,No Cases,,,graduate_professional,50000,0,50000,0,Y 
977,Y.SAMPANGI,Kolar Gold Field,BJP,W,0,No Cases ,No Cases,,,10th,210000,1050000,1260000,0,Y 
978,N.SRINIVASA,Kolar Gold Field,INC,L,0,No Cases ,No Cases,,,12th,1100000,900000,2000000,600000,Y 
979,SANDA MUNISWAMY,Kolar Gold Field,IND,L,0,No Cases ,No Cases,,,10th,0,1215000,1215000,613373,Y 
980,A.KANTHARUBAN,Kolar Gold Field,IND,L,0,No Cases ,No Cases,,,post_graduate,60500,0,60500,0,N 
981,R.BHASKARAN,Kolar Gold Field,IND,L,0,No Cases ,No Cases,,,12th,2026126,5000000,7026126,500000,Y 
982,N.MAHESH,Kollegal,BSP,L,0,No Cases ,No Cases,,,post_graduate,157380,4800000,4957380,0,N 
983,KANDAHALLI NARAYANA,Kollegal,SP,L,0,No Cases ,No Cases,,,graduate_professional,95000,100000,195000,0,N 
984,R.DHRUVANARAYANA,Kollegal,INC,W,0,No Cases ,No Cases,,,post_graduate,4135392,9800000,13935392,2988178,Y 
985,A.R.KRISHNAMURTHY,Kollegal,JD(S),L,0,No Cases ,No Cases,,,post_graduate,457000,1460,458460,1997628,Y 
986,S.MAHENDAR,Kollegal,BJP,L,0,No Cases ,No Cases,,,post_graduate,157380,4800000,4957380,0,N 
987,M.BASAVARAJU,Kollegal,SKP,L,0,No Cases ,No Cases,,,graduate,232263,60000,292263,41618,N 
988,K.B.GONAL,Koppal,IND,L,1,No Cases ,"(1):IPC Sections -  506, 353, 504  , Other Details - CC No.143/03,Court:J.M.F.C.Lingasugur,Date:30-08-2007,Police Station Mudagal,District Raichur,State Karnataka 
",,"1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to Extension of Code to extra-territorial offences. (IPC Section-4) 
1 charges related to Certain laws not to be affected by this Act. (IPC Section-5) 
1 charges related to  criminal intimidation (IPC Section-506) 
",graduate,0,0,0,0,N 
989,ANDANAPPA AGADI,Koppal,BJP,L,0,No Cases ,No Cases,,,graduate,3000500,100000,3100500,0,N 
990,SANGAPPA KALAKAPPA VAKKALAD,Koppal,BSP,L,0,No Cases ,No Cases,,,graduate,2625000,8793000,11418000,800000,N 
991,ABDUL GAFAR BEPARI,Koppal,IND,L,0,No Cases ,No Cases,,,8th,264000,3000000,3264000,0,N 
992,KARADI SANGANNA AMARAPPA,Koppal,JD(S),W,0,No Cases ,No Cases,,,10th,2434000,4307850,6741850,650000,N 
993,KARIYANNA H SANGATI,Koppal,IND,L,0,No Cases ,No Cases,,,graduate,1245000,6700000,7945000,2100000,Y 
994,J.M.VEERASANGAYYA,Koppal,SKP,L,1,No Cases ,"(1):IPC Sections -  143, 147, 148, 333, 336, 353, 427, 504, 506, 149 , Other Details - CC No:307/03,
Koppla main civil judge court 
",,"1 charges related to Voluntarily causing grievous hurt to deter public servant from his duty (IPC Section-333) 
1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",12th,0,0,0,0,N 
995,K.BASAVARAJ BHEEMAPPA HITNAL,Koppal,INC,L,0,No Cases ,No Cases,,,10th,300000,16400000,16700000,1789859,Y 
996,MALLIKARJUN NIJAGUNAPPA HADAPAD,Koppal,IND,L,0,No Cases ,No Cases,,,illiterate,0,0,0,0,N 
997,GANGAHANUMAIAH,Koratagere,BJP,L,0,No Cases ,No Cases,,,graduate,592000,6000000,6592000,450000,N 
998,NARASIMHA MURTHY,Koratagere,IND,L,0,No Cases ,No Cases,,,8th,50000,0,50000,40000,N 
999,DR. G. PARAMESHWARA,Koratagere,INC,W,0,No Cases ,No Cases,,,graduate_professional,4073600,0,4073600,0,N 
1000,DR. MURALIDHARA.D,Koratagere,BSP,L,0,No Cases ,No Cases,,,graduate_professional,595000,1125000,1720000,928640,Y 
1001,ASHOK RAJAVARDHAN,Koratagere,SP,L,0,No Cases ,No Cases,,,post_graduate,59000,0,59000,0,N 
1002,CHANDRAIAH,Koratagere,JD(S),L,0,No Cases ,No Cases,,,graduate,220000,3879000,4099000,0,N 
1003,PUTTAIAH,Koratagere,IND,L,0,No Cases ,No Cases,,,literate,50000,0,50000,0,N 
1004,H.N. SHIVAGANGAIAH,Koratagere,IND,L,0,No Cases ,No Cases,,,12th,50000,0,50000,0,N 
1005,N. MANJUNATH,Koratagere,IND,L,0,No Cases ,No Cases,,,8th,118600,0,118600,0,N 
1006,K.N.SUNDAR RAJU,Krishnaraja,BSP,L,0,No Cases ,No Cases,,,12th,500000,800000,1300000,0,N 
1007,R.SRINIVASA,Krishnaraja,IND,L,0,No Cases ,No Cases,,,graduate_professional,80000,0,80000,0,N 
1008,SHIVABASAPPA,Krishnaraja,JD(S),L,0,No Cases ,No Cases,,,literate,22389000,38980000,61369000,2912000,Y 
1009,G.L.BASAVANNA,Krishnaraja,IND,L,0,No Cases ,No Cases,,,10th,50000,300000,350000,0,N 
1010,P.N.SRINATH,Krishnaraja,IND,L,0,No Cases ,No Cases,,,graduate,200000,0,200000,0,Y 
1011,S.A.RAMADASS,Krishnaraja,BJP,W,2,No Cases ,"(1):IPC Sections -  147, 174 , Other Details - CC 392/07 
(2):IPC Sections -  355, 147 , Other Details - CC 879/07 
",,"2 charges related to  rioting (IPC Section-147) 
1 charges related to Non-attendance in obedience to an order form public servant (IPC Section-174) 
1 charges related to Assault or criminal force with intent to dishonour person, otherwise than on grave provocation (IPC Section-355) 
",graduate,685000,240000,925000,0,N 
1012,M.SOMASHEKAR,Krishnaraja,IND,L,0,No Cases ,No Cases,,,10th,297000,0,297000,7000,N 
1013,P.RAMASWAMY,Krishnaraja,IND,L,0,No Cases ,No Cases,,,8th,10000,0,10000,0,N 
1014,SHANKAR,Krishnaraja,IND,L,0,No Cases ,No Cases,,,10th,534000,0,534000,200000,N 
1015,M.K.SOMASHEKAR,Krishnaraja,INC,L,2,No Cases ,"(1):IPC Sections -  143,145,290 R/w 149  , Other Details - II City and N.M.F.C case No.2209/07 
(2):IPC Sections -  143,144,353,332,504R/w 149 , Other Details - court III City and J.M.F.C. case no.42/2007 
",,"2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
2 charges related to Punishment (IPC Section-143) 
1 charges related to Joining unlawful assembly armed with deadly weapon (IPC Section-144) 
1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to Joining or continuing in unlawful assembly, knowing it has been commanded to disperse (IPC Section-145) 
1 charges related to  public nuisance in cases not otherwise provided for (IPC Section-290) 
",graduate,1654721,24500000,26154721,8905195,Y 
1016,K.C. PUTTA SIDDASETTY,Krishnarajanagara,BJP,L,0,No Cases ,No Cases,,,not_given,50000,5350000,5400000,4958200,Y 
1017,S.R MAHESH,Krishnarajanagara,JD(S),W,1,No Cases ,"(1):IPC Sections -  143, 144, 147, 341, 307, 427, 149 , Other Details - Case No.-106/08 
","1 charges related to Attempt to murder (IPC Section-307) 
","1 charges related to  wrongful restraint (IPC Section-341) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to Joining unlawful assembly armed with deadly weapon (IPC Section-144) 
1 charges related to  rioting (IPC Section-147) 
",graduate,5945976,210279425,216225401,6526910,Y 
